RHC,3400,0.05,100.00
SA,3400,0.03,100.00
GA,3400,6.21,-1170.00
MIMIC,3400,38.36,100.00
RHC,3500,0.04,98.00
SA,3500,0.04,100.00
GA,3500,6.61,-1203.00
MIMIC,3500,38.40,100.00
RHC,3600,0.08,100.00
SA,3600,0.04,99.00
GA,3600,6.68,-1217.00
MIMIC,3600,42.04,100.00
RHC,3700,0.05,100.00
SA,3700,0.04,100.00
GA,3700,4.16,-1142.00
MIMIC,3700,43.16,100.00
RHC,3800,0.07,100.00
SA,3800,0.04,100.00
GA,3800,5.06,-1275.00
MIMIC,3800,44.43,100.00
RHC,3900,0.06,100.00
SA,3900,0.04,100.00
GA,3900,7.38,-1212.00
MIMIC,3900,43.93,100.00
RHC,400,0.03,11.00
SA,400,0.00,-478.00
GA,400,0.59,-1129.00
MIMIC,400,4.84,88.00
RHC,4000,0.09,100.00
SA,4000,0.05,100.00
GA,4000,7.47,-1190.00
MIMIC,4000,45.17,100.00
RHC,4100,0.10,100.00
SA,4100,0.06,100.00
GA,4100,7.78,-1165.00
MIMIC,4100,45.65,100.00
RHC,4200,0.07,100.00
SA,4200,0.05,100.00
GA,4200,5.71,-1238.00
MIMIC,4200,47.02,100.00
RHC,4300,0.07,100.00
SA,4300,0.03,100.00
GA,4300,7.12,-1185.00
MIMIC,4300,51.78,100.00
RHC,4400,0.05,100.00
SA,4400,0.03,100.00
GA,4400,7.38,-1139.00
MIMIC,4400,52.60,100.00
RHC,4500,0.09,100.00
SA,4500,0.03,100.00
GA,4500,7.80,-1155.00
MIMIC,4500,54.00,100.00
RHC,4600,0.08,100.00
SA,4600,0.03,100.00
GA,4600,7.97,-1285.00
MIMIC,4600,53.43,100.00
RHC,4700,0.11,100.00
SA,4700,0.04,100.00
GA,4700,8.00,-1198.00
MIMIC,4700,54.85,100.00
RHC,4800,0.04,100.00
SA,4800,0.03,100.00
GA,4800,8.58,-1299.00
MIMIC,4800,55.43,100.00
RHC,4900,0.03,100.00
SA,4900,0.04,100.00
GA,4900,8.59,-1159.00
MIMIC,4900,55.62,100.00
RHC,500,0.01,62.00
SA,500,0.01,-268.00
GA,500,0.93,-1142.00
MIMIC,500,5.19,94.00
RHC,5000,0.02,100.00
SA,5000,0.02,100.00
GA,5000,3.17,-1185.00
MIMIC,5000,29.04,100.00
RHC,600,0.03,34.00
SA,600,0.00,-159.00
GA,600,1.21,-1099.00
MIMIC,600,5.44,98.00
RHC,700,0.02,84.00
SA,700,0.01,-131.00
GA,700,1.47,-1199.00
MIMIC,700,5.84,97.00
RHC,800,0.04,84.00
SA,800,0.02,-31.00
GA,800,1.11,-1140.00
MIMIC,800,10.08,97.00
RHC,900,0.03,87.00
SA,900,0.01,-17.00
GA,900,1.27,-1155.00
MIMIC,900,11.21,97.00
